System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:11:01:902, 35339617385544,    0.103,   12.000, 1100,   2.656,   0.273,   0.076,   1.281,   0.132,   0.037, 46,  0,   0.842,   0.087,   0.024,   0.066,   0.007,   0.002,  15.000,  25.000,   0.000,  90.000,  90.000,   29,   0.302
17:11:02:012, 35339879478588,    0.212,    5.000, 1200,   3.094,   0.611,   0.170,   1.132,   0.255,   0.071, 46,  0,   0.779,   0.172,   0.048,   0.696,   0.083,   0.023,  15.000,  25.000,   0.000,  90.000,  90.000,   12,   0.208
17:11:02:150, 35340248221269,    0.366,   36.000, 2100,   3.135,   1.093,   0.304,   1.224,   0.443,   0.123, 46,  0,   0.806,   0.296,   0.082,   0.655,   0.183,   0.051,  15.000,  25.000,   0.000,  90.000,  90.000,    8,   0.904
17:11:02:237, 35340420143091,    0.437,   44.000, 2700,   8.625,   1.711,   0.475,   6.448,   0.905,   0.251, 50,  0,   1.428,   0.398,   0.111,   0.655,   0.230,   0.064,  15.000,  25.000,   0.000,  90.000,  90.000,    7,   0.444
17:11:02:353, 35340697902417,    0.553,   60.000, 2300,   8.908,   2.742,   0.762,   6.685,   1.679,   0.466, 50,  0,   1.464,   0.567,   0.158,   0.644,   0.305,   0.085,  15.000,  25.000,   0.000,  90.000,  90.000,    5,   0.734
17:11:02:457, 35340949045176,    0.658,    9.000, 1100,   2.797,   3.035,   0.843,   0.885,   1.772,   0.492, 47,  0,   0.791,   0.650,   0.181,   0.653,   0.373,   0.104,  15.000,  25.000,   0.000,  90.000,  90.000,   19,   0.149
17:11:02:566, 35341210134546,    0.767,   31.000, 2000,   3.171,   3.380,   0.939,   1.196,   1.902,   0.528, 47,  0,   0.863,   0.744,   0.207,   0.674,   0.447,   0.124,  15.000,  25.000,   0.000,  90.000,  90.000,   19,   0.000
17:11:02:686, 35341496980394,    0.886,   38.000, 2300,   7.389,   4.263,   1.184,   5.269,   2.531,   0.703, 49,  0,   1.183,   0.885,   0.246,   0.670,   0.527,   0.146,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
17:11:02:796, 35341762011572,    0.997,   45.000, 2700,   5.150,   4.831,   1.342,   3.115,   2.875,   0.799, 50,  0,   1.229,   1.021,   0.284,   0.631,   0.596,   0.166,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
17:11:02:906, 35342025709402,    1.106,   22.000, 2500,   6.047,   5.496,   1.527,   4.021,   3.317,   0.921, 48,  0,   1.038,   1.135,   0.315,   0.627,   0.665,   0.185,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
