System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:39:14:767, 30762496931677,    0.129,   28.000, 1000,   3.210,   0.413,   0.115,   1.811,   0.233,   0.065, 47,  0,   0.891,   0.115,   0.032,   0.053,   0.007,   0.002,  15.000,  25.000,   0.000,  90.000,  90.000,   18,   0.317
16:39:14:872, 30762747607729,    0.233,   31.000, 2700,   6.797,   1.123,   0.312,   5.151,   0.771,   0.214, 53,  0,   0.964,   0.215,   0.060,   0.256,   0.034,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,    6,   0.307
16:39:14:984, 30763016514400,    0.345,   26.000, 2300,   6.077,   1.804,   0.501,   3.857,   1.203,   0.334, 48,  0,   1.097,   0.338,   0.094,   0.641,   0.105,   0.029,  15.000,  25.000,   0.000,  90.000,  90.000,    6,   0.576
16:39:15:104, 30763304078324,    0.465,    5.000, 2300,   3.189,   2.186,   0.607,   1.098,   1.335,   0.371, 47,  0,   0.864,   0.442,   0.123,   0.632,   0.181,   0.050,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:39:15:200, 30763535370084,    0.561,    6.000, 2300,   3.276,   2.502,   0.695,   1.160,   1.447,   0.402, 46,  0,   0.889,   0.527,   0.147,   0.625,   0.241,   0.067,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:39:15:325, 30763834227370,    0.686,    6.000, 2300,   3.359,   2.920,   0.811,   1.266,   1.604,   0.446, 46,  0,   0.875,   0.636,   0.177,   0.633,   0.320,   0.089,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:39:15:435, 30764113436667,    0.802,   39.000, 2800,   4.001,   3.386,   0.941,   2.056,   1.844,   0.512, 50,  0,   0.876,   0.738,   0.205,   0.657,   0.396,   0.110,  15.000,  25.000,   0.000,  90.000,  90.000,   11,   1.373
16:39:15:570, 30764421887068,    0.931,   11.000,  900,   3.406,   3.823,   1.062,   1.373,   2.020,   0.561, 47,  0,   0.860,   0.849,   0.236,   0.633,   0.478,   0.133,  15.000,  25.000,   0.000,  90.000,  90.000,   27,   0.146
16:39:15:673, 30764671680911,    1.035,   17.000,  900,   3.348,   4.172,   1.159,   1.318,   2.157,   0.599, 46,  0,   0.816,   0.934,   0.259,   0.704,   0.551,   0.153,  15.000,  25.000,   0.000,  90.000,  90.000,   24,   0.000
16:39:15:785, 30764939051056,    1.146,   24.000,  900,   3.402,   4.551,   1.264,   1.279,   2.300,   0.639, 46,  0,   0.942,   1.039,   0.289,   0.659,   0.624,   0.173,  15.000,  25.000,   0.000,  90.000,  90.000,   19,   0.000
