System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
22:40:12:806, 82741523341467,    0.114,   14.000, 2300,   3.542,   0.404,   0.112,   1.849,   0.211,   0.059, 49,  0,   1.086,   0.124,   0.034,   0.112,   0.013,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,   16,   1.980
22:40:12:912, 82741776896022,    0.220,   10.000, 2300,   3.043,   0.726,   0.202,   1.366,   0.355,   0.099, 48,  0,   1.038,   0.234,   0.065,   0.055,   0.019,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,    5,   0.292
22:40:13:022, 82742041517412,    0.330,   22.000, 2700,   5.066,   1.284,   0.357,   3.373,   0.727,   0.202, 52,  0,   1.060,   0.350,   0.097,   0.077,   0.027,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   1.212
22:40:13:145, 82742336185278,    0.453,    7.000, 2700,   3.140,   1.670,   0.464,   1.511,   0.913,   0.254, 48,  0,   0.993,   0.472,   0.131,   0.013,   0.029,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
22:40:13:258, 82742607097190,    0.566,    7.000, 2700,   3.106,   2.020,   0.561,   1.535,   1.086,   0.302, 48,  0,   0.982,   0.583,   0.162,   0.012,   0.030,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
22:40:13:377, 82742893327548,    0.685,    6.000, 2700,   2.961,   2.373,   0.659,   1.321,   1.243,   0.345, 47,  0,   0.991,   0.701,   0.195,   0.012,   0.032,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
22:40:13:475, 82743128518876,    0.783,    7.000, 2400,   2.783,   2.646,   0.735,   1.175,   1.359,   0.377, 48,  0,   0.993,   0.799,   0.222,   0.014,   0.033,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
22:40:13:593, 82743412303119,    0.901,    8.000, 2400,   2.782,   2.975,   0.826,   1.159,   1.496,   0.415, 47,  0,   0.989,   0.916,   0.254,   0.013,   0.035,   0.010,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
22:40:13:699, 82743666503916,    1.007,    9.000, 2700,   2.996,   3.292,   0.915,   1.395,   1.643,   0.457, 48,  0,   0.970,   1.018,   0.283,   0.014,   0.036,   0.010,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
22:40:13:810, 82743931783056,    1.118,    7.000, 2700,   2.988,   3.623,   1.006,   1.363,   1.794,   0.498, 48,  0,   0.985,   1.127,   0.313,   0.025,   0.039,   0.011,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.102
