System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:41:57:958, 91633480481359,    0.100,   10.000, 2300,   3.926,   0.391,   0.109,   1.774,   0.177,   0.049, 48,  0,   0.917,   0.091,   0.025,   0.635,   0.063,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,    7,   0.522
23:41:58:070, 91633749070820,    0.211,    7.000, 2300,   3.469,   0.779,   0.216,   1.365,   0.329,   0.091, 48,  0,   0.881,   0.190,   0.053,   0.626,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.160
23:41:58:190, 91634037742538,    0.332,    6.000, 2300,   3.366,   1.184,   0.329,   1.285,   0.484,   0.134, 47,  0,   0.862,   0.294,   0.082,   0.624,   0.208,   0.058,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.076
23:41:58:311, 91634327021101,    0.452,   22.000, 2700,   5.225,   1.814,   0.504,   3.046,   0.851,   0.236, 49,  0,   1.104,   0.427,   0.119,   0.618,   0.283,   0.079,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
23:41:58:432, 91634616588788,    0.573,   53.000, 2300,   8.192,   2.802,   0.778,   5.932,   1.567,   0.435, 50,  0,   1.381,   0.593,   0.165,   0.621,   0.358,   0.099,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
23:41:58:555, 91634913620886,    0.697,    5.000, 2300,   3.356,   3.217,   0.894,   1.238,   1.720,   0.478, 48,  0,   0.871,   0.701,   0.195,   0.638,   0.437,   0.121,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.184
23:41:58:674, 91635197289933,    0.815,   30.000, 1100,   4.466,   3.745,   1.040,   2.303,   1.992,   0.553, 48,  0,   0.981,   0.817,   0.227,   0.655,   0.514,   0.143,  15.000,  25.000,   0.000,  90.000,  90.000,   31,   1.140
23:41:58:776, 91635442844870,    0.917,   16.000, 1300,   3.640,   4.118,   1.144,   1.465,   2.142,   0.595, 47,  0,   0.855,   0.904,   0.251,   0.693,   0.585,   0.162,  15.000,  25.000,   0.000,  90.000,  90.000,   22,   0.000
23:41:58:898, 91635734652585,    1.039,   24.000, 2000,   4.254,   4.635,   1.288,   2.067,   2.393,   0.665, 48,  0,   1.064,   1.034,   0.287,   0.660,   0.665,   0.185,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
23:41:59:009, 91636002176208,    1.150,   22.000, 2700,   5.667,   5.267,   1.463,   3.449,   2.778,   0.772, 48,  0,   1.149,   1.162,   0.323,   0.624,   0.735,   0.204,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
