System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
19:26:30:177, 180974625203129,    0.105,   77.000, 2700,   9.817,   1.031,   0.286,   8.190,   0.860,   0.239, 57,  0,   1.722,   0.181,   0.050,   0.084,   0.009,   0.002,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:30:286, 180974887202392,    0.214,   87.000, 2700,  10.620,   2.190,   0.608,   9.046,   1.848,   0.513, 60,  0,   1.739,   0.371,   0.103,   0.053,   0.015,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:30:395, 180975148943950,    0.323,   84.000, 2700,  10.604,   3.347,   0.930,   8.990,   2.828,   0.786, 60,  0,   1.463,   0.530,   0.147,   0.044,   0.019,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:30:505, 180975412324513,    0.433,   33.000, 1400,   6.191,   4.026,   1.118,   4.630,   3.336,   0.927, 52,  0,   1.100,   0.651,   0.181,   0.029,   0.023,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:30:620, 180975688816080,    0.548,    7.000, 1000,   1.764,   4.229,   1.175,   0.421,   3.385,   0.940, 49,  0,   0.772,   0.740,   0.206,   0.000,   0.023,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:30:728, 180975947870915,    0.656,   63.000, 2700,   6.571,   4.939,   1.372,   5.037,   3.928,   1.091, 54,  0,   1.316,   0.882,   0.245,   0.000,   0.023,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:30:878, 180976308104527,    0.806,   99.000, 2700,   9.637,   6.385,   1.774,   7.918,   5.117,   1.421, 56,  0,   1.576,   1.118,   0.311,   0.072,   0.033,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:30:948, 180976476374790,    0.876,   64.000, 2700,   9.124,   7.025,   1.951,   7.324,   5.630,   1.564, 57,  0,   1.497,   1.223,   0.340,   0.060,   0.038,   0.010,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:31:056, 180976734003648,    0.984,   29.000, 2700,   7.743,   7.856,   2.182,   5.984,   6.273,   1.742, 57,  0,   1.088,   1.340,   0.372,   0.076,   0.046,   0.013,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
19:26:31:173, 180977014890502,    1.101,   28.000, 2700,   7.511,   8.735,   2.426,   5.893,   6.963,   1.934, 56,  0,   1.058,   1.464,   0.407,   0.000,   0.046,   0.013,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
