System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:24:26:556, 11350845217770,    0.106,   34.000, 2700,   7.135,   0.755,   0.210,   5.456,   0.577,   0.160, 52,  0,   1.125,   0.119,   0.033,   0.094,   0.010,   0.003,  15.000,  25.000,   0.000,  90.000,  90.000,   14,   1.353
14:24:26:675, 11351130296070,    0.225,   28.000, 2700,   7.035,   1.590,   0.442,   5.675,   1.251,   0.348, 52,  0,   0.940,   0.231,   0.064,   0.044,   0.015,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,    5,   0.251
14:24:26:779, 11351380667924,    0.329,   29.000, 2700,   7.357,   2.358,   0.655,   5.757,   1.852,   0.514, 52,  0,   1.041,   0.339,   0.094,   0.032,   0.018,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.069
14:24:26:891, 11351651127793,    0.442,   26.000, 2700,   5.768,   3.008,   0.835,   4.166,   2.321,   0.645, 50,  0,   1.137,   0.467,   0.130,   0.015,   0.020,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:26:999, 11351909359160,    0.549,    6.000, 2700,   2.671,   3.295,   0.915,   1.133,   2.443,   0.679, 48,  0,   0.971,   0.572,   0.159,   0.013,   0.022,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:27:121, 11352201370886,    0.671,   25.000, 1300,   4.236,   3.810,   1.058,   2.614,   2.761,   0.767, 48,  0,   1.032,   0.697,   0.194,   0.063,   0.029,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,   21,   0.841
14:24:27:231, 11352466592411,    0.781,    7.000, 2100,   2.795,   4.119,   1.144,   1.139,   2.887,   0.802, 46,  0,   0.954,   0.803,   0.223,   0.144,   0.045,   0.013,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:27:337, 11352721092573,    0.887,    6.000, 2100,   3.130,   4.451,   1.236,   1.063,   3.000,   0.833, 46,  0,   0.886,   0.897,   0.249,   0.619,   0.111,   0.031,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:27:459, 11353014002026,    1.009,   19.000, 2200,   2.996,   4.817,   1.338,   0.966,   3.118,   0.866, 46,  0,   0.926,   1.010,   0.281,   0.626,   0.187,   0.052,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.241
14:24:27:569, 11353278386533,    1.120,    9.000, 1000,   3.081,   5.156,   1.432,   0.976,   3.225,   0.896, 46,  0,   0.857,   1.104,   0.307,   0.613,   0.255,   0.071,  15.000,  25.000,   0.000,  90.000,  90.000,   12,   0.000
14:24:27:693, 11353574197491,    1.243,    7.000, 1700,   2.985,   5.524,   1.534,   0.895,   3.335,   0.926, 46,  0,   0.857,   1.210,   0.336,   0.625,   0.332,   0.092,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
14:24:27:816, 11353869873570,    1.366,    5.000, 1700,   2.868,   5.877,   1.633,   0.822,   3.437,   0.955, 46,  0,   0.850,   1.315,   0.365,   0.589,   0.404,   0.112,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:27:919, 11354117259207,    1.469,   20.000, 1700,   3.254,   6.213,   1.726,   1.247,   3.565,   0.990, 46,  0,   0.955,   1.413,   0.393,   0.574,   0.464,   0.129,  15.000,  25.000,   0.000,  90.000,  90.000,    5,   0.000
14:24:28:036, 11354397970077,    1.586,   12.000, 1700,   3.634,   6.638,   1.844,   1.633,   3.756,   1.043, 46,  0,   0.928,   1.522,   0.423,   0.598,   0.534,   0.148,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:28:139, 11354646121559,    1.689,   27.000, 2700,   4.165,   7.068,   1.963,   2.054,   3.968,   1.102, 46,  0,   0.957,   1.620,   0.450,   0.627,   0.598,   0.166,  15.000,  25.000,   0.000,  90.000,  90.000,   12,   1.402
14:24:28:261, 11354937555288,    1.811,    5.000, 2300,   3.508,   7.494,   2.082,   1.398,   4.138,   1.150, 46,  0,   0.925,   1.733,   0.481,   0.615,   0.673,   0.187,  15.000,  25.000,   0.000,  90.000,  90.000,    7,   0.950
14:24:28:371, 11355202302630,    1.921,   12.000, 1000,   3.126,   7.839,   2.178,   1.083,   4.258,   1.183, 46,  0,   0.849,   1.826,   0.507,   0.600,   0.739,   0.205,  15.000,  25.000,   0.000,  90.000,  90.000,   27,   0.000
14:24:28:478, 11355457787667,    2.028,    9.000, 2400,   4.211,   8.287,   2.302,   1.995,   4.470,   1.242, 46,  0,   0.925,   1.925,   0.535,   0.702,   0.814,   0.226,  15.000,  25.000,   0.000,  90.000,  90.000,    9,   0.854
14:24:28:586, 11355719331808,    2.137,   14.000, 1200,   2.929,   8.607,   2.391,   0.846,   4.562,   1.267, 46,  0,   0.855,   2.018,   0.561,   0.618,   0.881,   0.245,  15.000,  25.000,   0.000,  90.000,  90.000,   29,   0.000
14:24:28:694, 11355978126611,    2.244,    7.000, 1300,   3.619,   8.997,   2.499,   1.477,   4.722,   1.312, 46,  0,   0.843,   2.109,   0.586,   0.698,   0.957,   0.266,  15.000,  25.000,   0.000,  90.000,  90.000,    9,   0.000
14:24:28:803, 11356240405180,    2.354,   24.000,  800,   2.991,   9.324,   2.590,   0.960,   4.826,   1.341, 46,  0,   0.885,   2.206,   0.613,   0.633,   1.026,   0.285,  15.000,  25.000,   0.000,  90.000,  90.000,    6,   0.069
14:24:28:925, 11356531360512,    2.475,   32.000, 2700,   6.741,  10.141,   2.817,   4.567,   5.380,   1.494, 51,  0,   1.073,   2.336,   0.649,   0.633,   1.102,   0.306,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.876
14:24:29:034, 11356793795632,    2.584,   28.000, 2700,   8.036,  11.020,   3.061,   5.888,   6.024,   1.673, 52,  0,   1.051,   2.451,   0.681,   0.621,   1.170,   0.325,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:29:142, 11357052340475,    2.692,   43.000, 2700,   9.066,  11.996,   3.332,   6.832,   6.760,   1.878, 53,  0,   1.141,   2.574,   0.715,   0.641,   1.239,   0.344,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   1.285
14:24:29:263, 11357342822699,    2.813,   28.000, 2700,   7.868,  12.949,   3.597,   5.705,   7.451,   2.070, 52,  0,   1.048,   2.701,   0.750,   0.607,   1.313,   0.365,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:29:373, 11357607022701,    2.923,   25.000, 2700,   7.292,  13.751,   3.820,   5.151,   8.018,   2.227, 55,  0,   1.032,   2.814,   0.782,   0.603,   1.379,   0.383,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:29:480, 11357863318176,    3.030,   23.000, 1000,   6.197,  14.413,   4.004,   4.054,   8.450,   2.347, 49,  0,   1.024,   2.924,   0.812,   0.616,   1.445,   0.401,  15.000,  25.000,   0.000,  90.000,  90.000,   14,   0.082
14:24:29:590, 11358126828479,    3.140,   12.000,  900,   2.565,  14.695,   4.082,   0.653,   8.522,   2.367, 47,  0,   0.767,   3.008,   0.835,   0.645,   1.516,   0.421,  15.000,  25.000,   0.000,  90.000,  90.000,   17,   0.375
14:24:29:697, 11358383979256,    3.247,   29.000, 2700,   5.516,  15.286,   4.246,   3.366,   8.883,   2.467, 50,  0,   1.036,   3.119,   0.866,   0.640,   1.585,   0.440,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:29:805, 11358644652261,    3.356,   27.000, 2700,   7.925,  16.147,   4.485,   5.852,   9.518,   2.644, 54,  0,   0.983,   3.226,   0.896,   0.610,   1.651,   0.459,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:29:927, 11358937004576,    3.477,   36.000, 2700,   8.543,  17.187,   4.774,   6.342,  10.291,   2.859, 57,  0,   1.149,   3.366,   0.935,   0.615,   1.726,   0.479,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:30:037, 11359201098458,    3.587,   29.000, 2700,   8.408,  18.112,   5.031,   6.231,  10.977,   3.049, 53,  0,   1.029,   3.479,   0.966,   0.618,   1.794,   0.498,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
14:24:30:160, 11359495657651,    3.710,   16.000,  900,   4.511,  18.666,   5.185,   2.455,  11.278,   3.133, 49,  0,   0.885,   3.587,   0.997,   0.632,   1.871,   0.520,  15.000,  25.000,   0.000,  90.000,  90.000,   22,   1.013
14:24:30:265, 11359747432633,    3.815,   10.000,  900,   2.581,  18.937,   5.260,   0.675,  11.349,   3.152, 47,  0,   0.744,   3.665,   1.018,   0.656,   1.940,   0.539,  15.000,  25.000,   0.000,  90.000,  90.000,   33,   0.000
14:24:30:376, 11360014625040,    3.926,   42.000,  800,   2.951,  19.265,   5.351,   1.025,  11.463,   3.184, 46,  0,   0.749,   3.749,   1.041,   0.687,   2.017,   0.560,  15.000,  25.000,   0.000,  90.000,  90.000,   41,   0.000
