System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:36:38:759, 216993206604174,    0.102,   23.000,  800,   4.033,   0.412,   0.114,   2.665,   0.272,   0.076, 45,  0,   0.905,   0.092,   0.026,   0.039,   0.004,   0.001,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:38:871, 216993474395441,    0.214,   20.000,  800,   2.045,   0.640,   0.178,   0.701,   0.350,   0.097, 45,  0,   0.892,   0.192,   0.053,   0.018,   0.006,   0.002,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:38:990, 216993760562172,    0.333,   24.000, 1000,   2.081,   0.888,   0.247,   0.764,   0.441,   0.123, 44,  0,   0.832,   0.291,   0.081,   0.030,   0.010,   0.003,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:096, 216994015592399,    0.439,   41.000, 2700,   4.788,   1.397,   0.388,   3.423,   0.805,   0.224, 47,  0,   0.940,   0.391,   0.109,   0.000,   0.010,   0.003,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:196, 216994255988145,    0.539,   27.000, 2700,   5.081,   1.906,   0.529,   3.672,   1.173,   0.326, 46,  0,   1.086,   0.500,   0.139,   0.019,   0.011,   0.003,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:314, 216994537418561,    0.657,   29.000, 1200,   3.405,   2.305,   0.640,   1.930,   1.399,   0.389, 45,  0,   1.070,   0.625,   0.174,   0.048,   0.017,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:423, 216994799903786,    0.766,   16.000, 1200,   2.270,   2.554,   0.709,   0.873,   1.495,   0.415, 44,  0,   0.914,   0.725,   0.201,   0.041,   0.022,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:530, 216995056225959,    0.873,   79.000, 2700,   4.900,   3.077,   0.855,   3.464,   1.865,   0.518, 48,  0,   1.087,   0.841,   0.234,   0.053,   0.027,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:653, 216995350576486,    0.995,   35.000, 1200,   6.111,   3.826,   1.063,   4.682,   2.439,   0.678, 46,  0,   0.986,   0.962,   0.267,   0.042,   0.032,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:761, 216995612431030,    1.105,   23.000,  800,   2.526,   4.102,   1.139,   1.190,   2.569,   0.714, 45,  0,   0.940,   1.065,   0.296,   0.000,   0.032,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:872, 216995877743196,    1.215,   23.000, 2700,   2.987,   4.432,   1.231,   1.722,   2.759,   0.766, 45,  0,   0.886,   1.163,   0.323,   0.000,   0.032,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:39:978, 216996131498336,    1.321,   45.000, 2700,   6.843,   5.156,   1.432,   5.326,   3.322,   0.923, 47,  0,   1.317,   1.302,   0.362,   0.191,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:099, 216996421738233,    1.442,   49.000, 2700,   8.059,   6.130,   1.703,   6.617,   4.123,   1.145, 51,  0,   1.096,   1.435,   0.399,   0.097,   0.064,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:208, 216996684605225,    1.551,   44.000, 2700,   7.876,   6.993,   1.942,   6.476,   4.832,   1.342, 54,  0,   1.188,   1.565,   0.435,   0.000,   0.064,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:316, 216996942801359,    1.659,   44.000, 2700,   7.099,   7.757,   2.155,   5.850,   5.461,   1.517, 51,  0,   1.085,   1.682,   0.467,   0.000,   0.064,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:425, 216997203690955,    1.768,  102.000, 2700,  10.103,   8.855,   2.460,   8.314,   6.365,   1.768, 52,  0,   1.810,   1.878,   0.522,   0.204,   0.087,   0.024,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:532, 216997461852309,    1.875,   70.000, 2700,   9.662,   9.894,   2.748,   7.844,   7.209,   2.002, 52,  0,   1.691,   2.060,   0.572,   0.184,   0.106,   0.030,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:654, 216997754780327,    1.997,   64.000, 2700,   9.850,  11.096,   3.082,   8.334,   8.226,   2.285, 56,  0,   1.362,   2.227,   0.618,   0.060,   0.114,   0.032,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:763, 216998016150662,    2.106,   54.000, 2700,   7.173,  11.878,   3.299,   6.030,   8.883,   2.467, 54,  0,   0.830,   2.317,   0.644,   0.009,   0.115,   0.032,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:874, 216998281809507,    2.217,   24.000, 2300,   6.416,  12.588,   3.497,   5.329,   9.473,   2.631, 49,  0,   0.785,   2.404,   0.668,   0.000,   0.115,   0.032,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:40:979, 216998534406141,    2.322,   21.000, 2700,   3.537,  12.960,   3.600,   2.373,   9.722,   2.701, 47,  0,   0.799,   2.488,   0.691,   0.000,   0.115,   0.032,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:090, 216998799133345,    2.432,   38.000, 2700,   6.624,  13.691,   3.803,   5.407,  10.319,   2.866, 49,  0,   0.973,   2.595,   0.721,   0.000,   0.115,   0.032,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:205, 216999076633005,    2.548,   68.000, 2700,   8.754,  14.703,   4.084,   7.197,  11.151,   3.098, 51,  0,   1.493,   2.768,   0.769,   0.000,   0.115,   0.032,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:317, 216999344705106,    2.660,   18.000,  900,   3.590,  15.104,   4.196,   2.227,  11.400,   3.167, 46,  0,   0.938,   2.873,   0.798,   0.000,   0.115,   0.032,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:435, 216999628580705,    2.778,   44.000, 2700,   3.661,  15.537,   4.316,   2.203,  11.660,   3.239, 46,  0,   1.179,   3.012,   0.837,   0.025,   0.118,   0.033,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:542, 216999884433837,    2.885,   29.000, 2700,   4.853,  16.054,   4.460,   3.452,  12.028,   3.341, 46,  0,   1.084,   3.128,   0.869,   0.063,   0.124,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:654, 217000155060423,    2.997,   54.000, 2700,   8.375,  16.999,   4.722,   6.931,  12.810,   3.558, 50,  0,   1.378,   3.283,   0.912,   0.000,   0.124,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:762, 217000413224075,    3.105,   65.000, 2700,   9.173,  17.985,   4.996,   7.793,  13.648,   3.791, 53,  0,   1.420,   3.436,   0.954,   0.000,   0.124,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:869, 217000669620681,    3.212,   74.000, 2700,   9.827,  19.035,   5.288,   8.450,  14.551,   4.042, 53,  0,   1.348,   3.580,   0.994,   0.000,   0.124,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:41:981, 217000939033299,    3.324,   69.000, 2700,   9.398,  20.090,   5.581,   7.871,  15.435,   4.287, 53,  0,   1.489,   3.747,   1.041,   0.000,   0.124,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:098, 217001220315711,    3.441,   89.000, 2700,  10.152,  21.280,   5.911,   8.615,  16.444,   4.568, 53,  0,   1.764,   3.954,   1.098,   0.000,   0.124,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:206, 217001477665507,    3.548,   87.000, 2700,   9.918,  22.343,   6.206,   8.350,  17.340,   4.817, 52,  0,   1.725,   4.139,   1.150,   0.000,   0.124,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:315, 217001740298339,    3.658,   63.000, 2700,   7.436,  23.157,   6.433,   6.094,  18.006,   5.002, 52,  0,   1.291,   4.280,   1.189,   0.000,   0.124,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:422, 217001997530983,    3.765,   62.000, 2700,   8.428,  24.060,   6.683,   6.839,  18.740,   5.205, 51,  0,   1.397,   4.430,   1.230,   0.030,   0.128,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:523, 217002240942024,    3.866,   30.000, 2300,   6.680,  24.738,   6.872,   5.064,  19.253,   5.348, 49,  0,   1.177,   4.549,   1.264,   0.053,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:633, 217002503131745,    3.976,    9.000, 2300,   2.728,  25.036,   6.954,   1.185,  19.383,   5.384, 47,  0,   1.029,   4.661,   1.295,   0.000,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:751, 217002787836730,    4.094,    8.000, 2300,   2.622,  25.347,   7.041,   1.082,  19.511,   5.420, 45,  0,   1.021,   4.783,   1.328,   0.000,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:858, 217003042973802,    4.201,    8.000, 2300,   2.568,  25.620,   7.117,   1.035,  19.621,   5.450, 45,  0,   1.001,   4.889,   1.358,   0.000,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:42:979, 217003333302235,    4.322,   10.000, 2300,   2.796,  25.958,   7.211,   1.246,  19.772,   5.492, 45,  0,   1.016,   5.012,   1.392,   0.000,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:43:106, 217003638089221,    4.449,   14.000,  800,   1.938,  26.204,   7.279,   0.552,  19.842,   5.512, 44,  0,   0.870,   5.122,   1.423,   0.000,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:43:213, 217003894553132,    4.555,   31.000, 2700,   3.867,  26.618,   7.394,   2.277,  20.085,   5.579, 47,  0,   1.167,   5.247,   1.458,   0.000,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:43:322, 217004158397439,    4.665,    9.000, 2400,   3.190,  26.968,   7.491,   1.639,  20.265,   5.629, 46,  0,   1.035,   5.361,   1.489,   0.000,   0.133,   0.037,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:43:440, 217004440246365,    4.783,    9.000, 2300,   2.779,  27.295,   7.582,   1.207,  20.407,   5.669, 45,  0,   1.026,   5.481,   1.523,   0.029,   0.136,   0.038,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:43:554, 217004715200678,    4.897,   16.000, 2700,   3.720,  27.721,   7.700,   2.115,  20.649,   5.736, 46,  0,   1.037,   5.600,   1.556,   0.059,   0.143,   0.040,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:43:680, 217005016707580,    5.023,    8.000, 2300,   2.745,  28.066,   7.796,   1.187,  20.798,   5.777, 45,  0,   1.018,   5.728,   1.591,   0.000,   0.143,   0.040,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:43:792, 217005285612625,    5.135,   41.000, 2700,   7.058,  28.857,   8.016,   5.370,  21.400,   5.944, 50,  0,   1.450,   5.891,   1.636,   0.000,   0.143,   0.040,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:43:907, 217005561988254,    5.250,   75.000, 2700,   9.600,  29.962,   8.323,   7.861,  22.305,   6.196, 52,  0,   1.668,   6.083,   1.690,   0.000,   0.143,   0.040,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:44:018, 217005828404437,    5.361,    7.000, 2300,   3.122,  30.309,   8.419,   1.603,  22.483,   6.245, 46,  0,   0.952,   6.188,   1.719,   0.000,   0.143,   0.040,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:44:123, 217006080882098,    5.466,   14.000, 1000,   2.453,  30.567,   8.491,   0.907,  22.579,   6.272, 45,  0,   1.026,   6.296,   1.749,   0.000,   0.143,   0.040,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:44:229, 217006332975611,    5.571,   51.000, 2700,   4.753,  31.066,   8.629,   3.072,  22.901,   6.361, 48,  0,   1.460,   6.450,   1.792,   0.000,   0.143,   0.040,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:44:339, 217006597171287,    5.682,   32.000, 2700,   7.202,  31.859,   8.850,   5.462,  23.503,   6.528, 49,  0,   1.626,   6.629,   1.841,   0.000,   0.143,   0.040,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
23:36:44:451, 217006867489994,    5.794,   54.000, 2700,   8.625,  32.830,   9.120,   6.792,  24.267,   6.741, 52,  0,   1.787,   6.830,   1.897,   0.029,   0.146,   0.041,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
