System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:13:00:393, 161751150269731,    0.106,   75.000, 2700,  10.119,   1.074,   0.298,   8.497,   0.902,   0.250, 52,  0,   1.873,   0.199,   0.055,   0.106,   0.011,   0.003,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:00:486, 161751375910667,    0.200,   77.000, 2700,   9.954,   2.010,   0.558,   8.383,   1.690,   0.469, 53,  0,   1.979,   0.385,   0.107,   0.017,   0.013,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:00:611, 161751675325061,    0.325,   99.000, 2700,  10.693,   3.344,   0.929,   9.074,   2.822,   0.784, 53,  0,   1.995,   0.634,   0.176,   0.026,   0.016,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:00:728, 161751954286186,    0.441,   77.000, 2700,   9.884,   4.492,   1.248,   8.335,   3.791,   1.053, 51,  0,   1.859,   0.850,   0.236,   0.024,   0.019,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:00:848, 161752243915293,    0.562,   75.000, 2700,  10.060,   5.706,   1.585,   8.485,   4.815,   1.337, 52,  0,   1.805,   1.068,   0.297,   0.022,   0.022,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:00:958, 161752508340387,    0.672,   97.000, 2700,  10.523,   6.866,   1.907,   8.976,   5.804,   1.612, 53,  0,   2.016,   1.290,   0.358,   0.000,   0.022,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:099, 161752848602153,    0.814,   63.000, 2700,   8.871,   8.124,   2.257,   7.392,   6.852,   1.903, 53,  0,   1.430,   1.492,   0.415,   0.029,   0.026,   0.007,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:179, 161753038763690,    0.893,   63.000, 2700,   9.441,   8.872,   2.464,   7.935,   7.480,   2.078, 53,  0,   1.510,   1.612,   0.448,   0.035,   0.029,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:285, 161753292981593,    0.999,   44.000, 2700,   7.207,   9.635,   2.676,   5.747,   8.089,   2.247, 50,  0,   1.387,   1.759,   0.489,   0.000,   0.029,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:400, 161753569127903,    1.114,   58.000, 2700,   8.398,  10.601,   2.945,   6.927,   8.886,   2.468, 50,  0,   1.589,   1.942,   0.539,   0.000,   0.029,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:509, 161753829456772,    1.222,   55.000, 2700,   8.831,  11.559,   3.211,   7.334,   9.681,   2.689, 53,  0,   1.464,   2.101,   0.583,   0.000,   0.029,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:627, 161754112183866,    1.340,   50.000, 2700,   8.763,  12.591,   3.498,   7.416,  10.555,   2.932, 52,  0,   1.424,   2.268,   0.630,   0.000,   0.029,   0.008,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:726, 161754350435129,    1.440,   78.000, 2700,  10.178,  13.602,   3.778,   8.558,  11.405,   3.168, 53,  0,   1.882,   2.455,   0.682,   0.045,   0.033,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:849, 161754646539592,    1.563,   39.000, 2700,   6.722,  14.431,   4.009,   5.266,  12.054,   3.348, 48,  0,   1.280,   2.613,   0.726,   0.005,   0.034,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:01:956, 161754903652455,    1.670,   52.000, 2700,   6.788,  15.158,   4.211,   5.277,  12.620,   3.505, 49,  0,   1.369,   2.760,   0.767,   0.000,   0.034,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:116, 161755287043156,    1.830,  103.000, 2700,  10.519,  16.839,   4.677,   8.773,  14.021,   3.895, 54,  0,   1.980,   3.076,   0.854,   0.038,   0.040,   0.011,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:185, 161755451391891,    1.898,   92.000, 2700,  10.533,  17.560,   4.878,   9.025,  14.639,   4.066, 53,  0,   2.145,   3.223,   0.895,   0.037,   0.042,   0.012,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:289, 161755700765999,    2.002,   96.000, 2700,  10.684,  18.670,   5.186,   9.057,  15.580,   4.328, 54,  0,   2.067,   3.438,   0.955,   0.000,   0.042,   0.012,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:402, 161755974426152,    2.116,  103.000, 2700,  10.602,  19.879,   5.522,   9.067,  16.614,   4.615, 55,  0,   2.063,   3.673,   1.020,   0.000,   0.042,   0.012,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:516, 161756247566097,    2.230,   98.000, 2700,  10.804,  21.109,   5.864,   9.248,  17.667,   4.907, 54,  0,   1.991,   3.899,   1.083,   0.000,   0.042,   0.012,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:629, 161756518671959,    2.343,   97.000, 2700,  10.476,  22.292,   6.192,   8.867,  18.668,   5.186, 53,  0,   2.074,   4.134,   1.148,   0.000,   0.042,   0.012,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:744, 161756794855841,    2.458,   99.000, 2700,  10.581,  23.510,   6.531,   9.048,  19.709,   5.475, 53,  0,   2.044,   4.369,   1.214,   0.020,   0.045,   0.012,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:858, 161757068186869,    2.572,   95.000, 2700,  10.363,  24.690,   6.858,   8.824,  20.714,   5.754, 56,  0,   1.952,   4.591,   1.275,   0.007,   0.045,   0.013,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:02:966, 161757326177777,    2.679,   90.000, 2700,  10.507,  25.820,   7.172,   8.995,  21.681,   6.023, 54,  0,   1.841,   4.789,   1.330,   0.000,   0.045,   0.013,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:112, 161757680309163,    2.827,   85.000, 2700,   9.449,  27.214,   7.559,   7.750,  22.825,   6.340, 54,  0,   1.650,   5.033,   1.398,   0.032,   0.050,   0.014,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:183, 161757847448862,    2.897,   66.000, 2700,   9.623,  27.884,   7.746,   7.946,  23.378,   6.494, 51,  0,   1.657,   5.148,   1.430,   0.034,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:292, 161758108285319,    3.005,   79.000, 2700,  10.029,  28.974,   8.048,   8.491,  24.301,   6.750, 53,  0,   1.740,   5.337,   1.483,   0.000,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:407, 161758385749995,    3.121,   27.000, 1300,   4.616,  29.508,   8.197,   3.117,  24.661,   6.850, 47,  0,   1.128,   5.467,   1.519,   0.000,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:513, 161758639798136,    3.227,   29.000, 2700,   5.338,  30.073,   8.353,   3.830,  25.067,   6.963, 49,  0,   1.004,   5.574,   1.548,   0.000,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:625, 161758908362867,    3.339,   22.000, 2700,   6.272,  30.774,   8.548,   4.739,  25.597,   7.110, 46,  0,   1.028,   5.689,   1.580,   0.000,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:731, 161759163049780,    3.445,    7.000,  900,   1.686,  30.953,   8.598,   0.354,  25.635,   7.121, 44,  0,   0.836,   5.777,   1.605,   0.000,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:845, 161759435699007,    3.558,   39.000, 2700,   5.772,  31.609,   8.780,   4.213,  26.113,   7.254, 47,  0,   1.104,   5.903,   1.640,   0.026,   0.056,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:03:947, 161759681999647,    3.661,   11.000, 2400,   3.421,  31.960,   8.878,   1.997,  26.318,   7.311, 45,  0,   0.930,   5.998,   1.666,   0.000,   0.056,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:049, 161759925950914,    3.763,    7.000, 2400,   2.578,  32.222,   8.951,   1.033,  26.423,   7.340, 44,  0,   1.009,   6.101,   1.695,   0.000,   0.056,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:164, 161760201796657,    3.878,   15.000, 2700,   3.849,  32.665,   9.074,   2.246,  26.681,   7.411, 44,  0,   1.055,   6.222,   1.728,   0.058,   0.062,   0.017,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:284, 161760489577646,    3.997,    7.000, 2700,   2.695,  32.988,   9.163,   1.169,  26.821,   7.450, 44,  0,   0.994,   6.341,   1.761,   0.000,   0.062,   0.017,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:395, 161760756702902,    4.109,   10.000,  900,   1.844,  33.193,   9.220,   0.468,  26.874,   7.465, 43,  0,   0.883,   6.440,   1.789,   0.000,   0.062,   0.017,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:516, 161761047374057,    4.230,    8.000,  800,   1.736,  33.403,   9.279,   0.356,  26.917,   7.477, 42,  0,   0.871,   6.545,   1.818,   0.000,   0.062,   0.017,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:626, 161761311483333,    4.340,    9.000,  900,   1.795,  33.601,   9.334,   0.390,  26.960,   7.489, 42,  0,   0.889,   6.643,   1.845,   0.000,   0.062,   0.017,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:733, 161761567060067,    4.446,   17.000,  900,   2.059,  33.820,   9.394,   0.616,  27.025,   7.507, 42,  0,   0.931,   6.742,   1.873,   0.000,   0.062,   0.017,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:838, 161761818942209,    4.551,   29.000, 2500,   3.791,  34.218,   9.505,   2.281,  27.265,   7.573, 42,  0,   1.063,   6.854,   1.904,   0.027,   0.065,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:04:950, 161762088494658,    4.664,   18.000,  800,   2.194,  34.464,   9.573,   0.766,  27.351,   7.597, 42,  0,   0.914,   6.956,   1.932,   0.000,   0.065,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:05:061, 161762356564357,    4.775,   13.000,  800,   2.048,  34.693,   9.637,   0.547,  27.412,   7.614, 42,  0,   0.970,   7.065,   1.962,   0.000,   0.065,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
17:13:05:166, 161762607547262,    4.880,   24.000, 2100,   2.943,  35.001,   9.722,   1.456,  27.564,   7.657, 43,  0,   0.968,   7.166,   1.990,   0.061,   0.071,   0.020,  15.000,  25.000,   0.000,  90.000,  90.000,99999999,   0.000
