System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
21:39:59:392, 74069579134233,    0.110,   43.000, 2700,   7.846,   0.864,   0.240,   6.379,   0.702,   0.195, 53,  0,   1.214,   0.134,   0.037,   0.115,   0.013,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,   16,   2.022
21:39:59:497, 74069830626863,    0.215,   27.000, 2700,   7.096,   1.607,   0.446,   5.772,   1.307,   0.363, 52,  0,   0.880,   0.226,   0.063,   0.043,   0.017,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.199
21:39:59:608, 74070097693147,    0.326,   30.000, 2700,   7.228,   2.411,   0.670,   5.782,   1.950,   0.542, 55,  0,   0.946,   0.331,   0.092,   0.037,   0.021,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.066
21:39:59:730, 74070388364428,    0.447,   28.000, 2700,   7.144,   3.277,   0.910,   5.778,   2.650,   0.736, 55,  0,   0.889,   0.439,   0.122,   0.036,   0.026,   0.007,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.170
21:39:59:839, 74070652156482,    0.557,   46.000, 2700,   7.945,   4.150,   1.153,   6.494,   3.364,   0.934, 54,  0,   1.013,   0.550,   0.153,   0.076,   0.034,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,    9,   1.004
21:39:59:952, 74070923472398,    0.670,   43.000, 2700,   8.109,   5.067,   1.407,   6.653,   4.116,   1.143, 54,  0,   1.108,   0.676,   0.188,   0.050,   0.040,   0.011,  15.000,  25.000,   0.000,  90.000,  90.000,    5,   0.557
21:40:00:071, 74071208453053,    0.789,   33.000, 2700,   7.250,   5.927,   1.647,   5.869,   4.813,   1.337, 54,  0,   0.982,   0.792,   0.220,   0.013,   0.041,   0.011,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:40:00:178, 74071463933914,    0.895,   64.000, 2700,   9.312,   6.919,   1.922,   7.776,   5.641,   1.567, 55,  0,   1.471,   0.949,   0.264,   0.040,   0.046,   0.013,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.189
21:40:00:284, 74071718431600,    1.001,   73.000, 2700,   9.345,   7.910,   2.197,   7.757,   6.463,   1.795, 54,  0,   1.541,   1.112,   0.309,   0.025,   0.048,   0.013,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
21:40:00:391, 74071974847376,    1.108,   23.000, 2700,   6.154,   8.567,   2.380,   4.818,   6.978,   1.938, 53,  0,   0.839,   1.202,   0.334,   0.012,   0.049,   0.014,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:40:00:498, 74072233369510,    1.216,   41.000, 2700,   7.909,   9.419,   2.616,   6.487,   7.677,   2.132, 53,  0,   1.111,   1.321,   0.367,   0.012,   0.051,   0.014,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:40:00:607, 74072495442481,    1.325,   80.000, 2700,   9.448,  10.451,   2.903,   7.856,   8.534,   2.371, 54,  0,   1.639,   1.500,   0.417,   0.017,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.000
21:40:00:716, 74072755229536,    1.433,   35.000, 2700,   7.680,  11.282,   3.134,   6.270,   9.213,   2.559, 55,  0,   1.013,   1.610,   0.447,   0.051,   0.058,   0.016,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.246
21:40:00:833, 74073050635878,    1.557,   30.000, 2700,   3.858,  11.757,   3.266,   2.487,   9.519,   2.644, 50,  0,   0.901,   1.721,   0.478,   0.059,   0.065,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,    8,   0.882
21:40:00:948, 74073312391200,    1.666,   14.000,  900,   2.559,  12.036,   3.343,   1.158,   9.646,   2.679, 48,  0,   0.886,   1.818,   0.505,   0.034,   0.069,   0.019,  15.000,  25.000,   0.000,  90.000,  90.000,   24,   0.129
21:40:01:058, 74073576156460,    1.775,   16.000,  800,   2.099,  12.267,   3.407,   0.631,   9.715,   2.699, 46,  0,   0.760,   1.901,   0.528,   0.205,   0.092,   0.025,  15.000,  25.000,   0.000,  90.000,  90.000,   32,   0.000
21:40:01:180, 74073869308996,    1.898,   28.000,  800,   2.313,  12.549,   3.486,   0.794,   9.812,   2.726, 46,  0,   0.805,   2.000,   0.555,   0.236,   0.121,   0.033,  15.000,  25.000,   0.000,  90.000,  90.000,   17,   0.000
21:40:01:284, 74074118378782,    2.001,   41.000, 2700,   5.685,  13.139,   3.650,   3.563,  10.182,   2.828, 48,  0,   1.169,   2.121,   0.589,   0.688,   0.192,   0.053,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:40:01:395, 74074386322238,    2.113,   33.000, 1800,   3.466,  13.526,   3.757,   1.470,  10.346,   2.874, 48,  0,   0.991,   2.231,   0.620,   0.645,   0.264,   0.073,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.000
21:40:01:497, 74074629900304,    2.215,   41.000, 2700,   7.396,  14.277,   3.966,   5.416,  10.896,   3.027, 51,  0,   1.183,   2.352,   0.653,   0.671,   0.332,   0.092,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:40:01:608, 74074896266188,    2.326,   71.000, 2700,  10.442,  15.436,   4.288,   8.380,  11.826,   3.285, 53,  0,   1.552,   2.524,   0.701,   0.646,   0.404,   0.112,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:40:01:716, 74075155801920,    2.434,   74.000, 2700,  10.302,  16.550,   4.597,   8.221,  12.715,   3.532, 54,  0,   1.584,   2.695,   0.749,   0.652,   0.474,   0.132,  15.000,  25.000,   0.000,  90.000,  90.000,    5,   0.249
