System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
21:56:06:314, 76390191630506,    0.134,   45.000, 2300,   7.200,   0.963,   0.267,   5.440,   0.728,   0.202, 47,  0,   1.359,   0.182,   0.050,   0.095,   0.013,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,   13,   1.206
21:56:06:467, 76390573706932,    0.293,   73.000, 2700,   4.667,   1.706,   0.474,   3.006,   1.206,   0.335, 49,  0,   1.150,   0.365,   0.101,   0.082,   0.026,   0.007,  15.000,  25.000,   0.000,  90.000,  90.000,    9,   1.114
21:56:06:529, 76390706837406,    0.348,   72.000, 2700,   9.263,   2.220,   0.617,   7.630,   1.629,   0.453, 50,  0,   1.582,   0.453,   0.126,   0.098,   0.031,   0.009,  15.000,  25.000,   0.000,  90.000,  90.000,   13,   0.882
21:56:06:642, 76390976926351,    0.461,   64.000, 2300,   8.721,   3.201,   0.889,   6.982,   2.415,   0.671, 50,  0,   1.495,   0.621,   0.172,   0.028,   0.034,   0.010,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.062
21:56:06:755, 76391249432568,    0.574,    7.000, 2300,   2.817,   3.521,   0.978,   1.310,   2.564,   0.712, 46,  0,   0.925,   0.726,   0.202,   0.015,   0.036,   0.010,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:56:06:861, 76391504567388,    0.681,   16.000, 1200,   1.858,   3.719,   1.033,   0.493,   2.616,   0.727, 45,  0,   0.847,   0.816,   0.227,   0.016,   0.038,   0.010,  15.000,  25.000,   0.000,  90.000,  90.000,   29,   0.000
21:56:06:980, 76391788985584,    0.799,   24.000, 1200,   4.361,   4.235,   1.177,   2.567,   2.920,   0.811, 46,  0,   1.053,   0.941,   0.261,   0.252,   0.068,   0.019,  15.000,  25.000,   0.000,  90.000,  90.000,   20,   0.131
21:56:07:079, 76392025467248,    0.898,   22.000, 1200,   3.124,   4.543,   1.262,   1.284,   3.047,   0.846, 45,  0,   1.033,   1.042,   0.290,   0.267,   0.094,   0.026,  15.000,  25.000,   0.000,  90.000,  90.000,   37,   0.225
21:56:07:196, 76392307052580,    1.015,   13.000, 1600,   4.026,   5.016,   1.393,   1.871,   3.266,   0.907, 45,  0,   0.893,   1.147,   0.319,   0.673,   0.173,   0.048,  15.000,  25.000,   0.000,  90.000,  90.000,    6,   0.186
21:56:07:310, 76392580678276,    1.129,   27.000, 2700,   3.938,   5.465,   1.518,   1.867,   3.479,   0.966, 46,  0,   1.003,   1.262,   0.350,   0.604,   0.242,   0.067,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:56:07:458, 76392940745680,    1.279,   31.000, 2700,   4.683,   6.167,   1.713,   2.607,   3.870,   1.075, 50,  0,   0.952,   1.404,   0.390,   0.599,   0.331,   0.092,  15.000,  25.000,   0.000,  90.000,  90.000,    9,   0.931
21:56:07:529, 76393106546824,    1.348,   11.000, 1300,   3.639,   6.419,   1.783,   1.522,   3.976,   1.104, 45,  0,   0.871,   1.465,   0.407,   0.633,   0.375,   0.104,  15.000,  25.000,   0.000,  90.000,  90.000,   26,   0.004
21:56:07:648, 76393391665008,    1.467,   17.000, 1300,   3.193,   6.798,   1.888,   1.052,   4.101,   1.139, 45,  0,   0.866,   1.568,   0.435,   0.654,   0.453,   0.126,  15.000,  25.000,   0.000,  90.000,  90.000,   30,   0.000
21:56:07:758, 76393655830613,    1.577,   31.000, 2700,   5.123,   7.362,   2.045,   2.949,   4.425,   1.229, 48,  0,   1.000,   1.678,   0.466,   0.689,   0.529,   0.147,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
21:56:07:868, 76393920091510,    1.687,   76.000, 2700,  10.159,   8.480,   2.356,   7.631,   5.265,   1.463, 52,  0,   1.992,   1.897,   0.527,   0.813,   0.618,   0.172,  15.000,  25.000,   0.000,  90.000,  90.000,   61,  11.250
21:56:07:975, 76394177964003,    1.795,   78.000, 2700,  10.255,   9.582,   2.662,   7.959,   6.121,   1.700, 53,  0,   1.692,   2.079,   0.577,   0.631,   0.686,   0.191,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.162
21:56:08:082, 76394432377568,    1.901,   11.000, 2300,   4.642,  10.074,   2.798,   2.370,   6.372,   1.770, 47,  0,   1.058,   2.191,   0.609,   0.648,   0.755,   0.210,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   1.287
