System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
23:59:44:472, 94193054727736,    0.114,   29.000, 2700,   4.630,   0.526,   0.146,   2.843,   0.323,   0.090, 51,  0,   1.142,   0.130,   0.036,   0.102,   0.012,   0.003,  15.000,  25.000,   0.000,  90.000,  90.000,   14,   1.248
23:59:44:589, 94193334703361,    0.230,   42.000, 2700,   7.416,   1.391,   0.386,   5.731,   0.991,   0.275, 53,  0,   1.007,   0.247,   0.069,   0.051,   0.017,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.250
23:59:44:693, 94193584475378,    0.334,   19.000, 2300,   4.633,   1.873,   0.520,   3.033,   1.307,   0.363, 50,  0,   0.948,   0.346,   0.096,   0.033,   0.021,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.115
23:59:44:804, 94193853178311,    0.446,   33.000,  900,   1.961,   2.093,   0.581,   0.496,   1.362,   0.378, 48,  0,   0.862,   0.442,   0.123,   0.015,   0.023,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,   32,   0.000
23:59:44:942, 94194193554022,    0.588,   97.000, 2700,   8.197,   3.255,   0.904,   6.226,   2.245,   0.624, 55,  0,   1.416,   0.643,   0.179,   0.336,   0.070,   0.019,  15.000,  25.000,   0.000,  90.000,  90.000,   16,   1.271
23:59:45:024, 94194380103058,    0.666,   75.000, 2700,   9.761,   4.014,   1.115,   7.463,   2.826,   0.785, 54,  0,   1.460,   0.756,   0.210,   0.645,   0.120,   0.033,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.403
23:59:45:129, 94194632181068,    0.771,   28.000, 1300,   4.688,   4.506,   1.252,   2.477,   3.086,   0.857, 50,  0,   0.892,   0.850,   0.236,   0.625,   0.186,   0.052,  15.000,  25.000,   0.000,  90.000,  90.000,   38,   0.000
23:59:45:233, 94194881260452,    0.875,   23.000, 1200,   5.114,   5.037,   1.399,   2.718,   3.368,   0.935, 50,  0,   1.060,   0.960,   0.267,   0.769,   0.266,   0.074,  15.000,  25.000,   0.000,  90.000,  90.000,   38,   0.932
23:59:45:358, 94195182032691,    1.000,   27.000, 2300,   3.663,   5.496,   1.527,   1.436,   3.548,   0.985, 49,  0,   0.910,   1.074,   0.298,   0.679,   0.351,   0.097,  15.000,  25.000,   0.000,  90.000,  90.000,   11,   0.535
23:59:45:467, 94195442988856,    1.109,   47.000, 2700,   8.146,   6.382,   1.773,   5.914,   4.191,   1.164, 53,  0,   1.058,   1.189,   0.330,   0.621,   0.418,   0.116,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
