System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
21:13:02:203, 70188325214062,    0.120,   11.000, 2300,   3.577,   0.427,   0.119,   2.132,   0.255,   0.071, 49,  0,   0.958,   0.114,   0.032,   0.045,   0.005,   0.001,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.229
21:13:02:310, 70188583899772,    0.227,   31.000, 2300,   2.903,   0.740,   0.206,   1.372,   0.403,   0.112, 48,  0,   1.016,   0.224,   0.062,   0.066,   0.012,   0.003,  15.000,  25.000,   0.000,  90.000,  90.000,    7,   0.388
21:13:02:421, 70188849166886,    0.338,   46.000, 2700,   7.928,   1.617,   0.449,   6.488,   1.120,   0.311, 53,  0,   1.261,   0.363,   0.101,   0.044,   0.017,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,    5,   0.237
21:13:02:539, 70189133677208,    0.456,   19.000,  800,   3.969,   2.087,   0.580,   2.564,   1.424,   0.395, 48,  0,   1.005,   0.482,   0.134,   0.018,   0.019,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,   15,   0.000
21:13:02:648, 70189394268756,    0.565,    7.000,  800,   1.941,   2.298,   0.638,   0.538,   1.482,   0.412, 46,  0,   0.772,   0.566,   0.157,   0.142,   0.035,   0.010,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.000
21:13:02:761, 70189665032161,    0.678,   69.000, 2700,   4.988,   2.861,   0.795,   3.488,   1.876,   0.521, 51,  0,   1.282,   0.711,   0.197,   0.030,   0.038,   0.011,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.000
21:13:02:862, 70189906793300,    0.778,   96.000, 2700,  10.331,   3.901,   1.084,   8.601,   2.742,   0.762, 57,  0,   1.531,   0.865,   0.240,   0.111,   0.049,   0.014,  15.000,  25.000,   0.000,  90.000,  90.000,   12,   1.622
21:13:02:970, 70190167982942,    0.887,   74.000, 2700,  10.010,   4.991,   1.386,   8.423,   3.659,   1.016, 57,  0,   1.347,   1.012,   0.281,   0.034,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.192
21:13:03:082, 70190435750759,    0.999,   46.000, 2700,   6.744,   5.743,   1.595,   5.397,   4.261,   1.184, 53,  0,   1.170,   1.142,   0.317,   0.024,   0.056,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:13:03:189, 70190693004950,    1.106,   51.000, 2700,   8.253,   6.628,   1.841,   6.844,   4.995,   1.387, 53,  0,   1.293,   1.281,   0.356,   0.015,   0.057,   0.016,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
21:13:03:302, 70190963633871,    1.219,    9.000, 2300,   2.952,   6.961,   1.933,   1.450,   5.158,   1.433, 49,  0,   0.949,   1.388,   0.386,   0.013,   0.059,   0.016,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
21:13:03:405, 70191210749296,    1.322,   14.000, 2700,   3.635,   7.335,   2.037,   1.995,   5.363,   1.490, 50,  0,   1.078,   1.499,   0.416,   0.058,   0.065,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,    5,   0.243
21:13:03:516, 70191477960940,    1.433,   53.000, 2700,   8.342,   8.264,   2.295,   6.738,   6.114,   1.698, 54,  0,   1.323,   1.646,   0.457,   0.014,   0.066,   0.018,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.000
21:13:03:627, 70191744324304,    1.544,   97.000, 2700,  10.484,   9.427,   2.619,   8.408,   7.047,   1.957, 55,  0,   1.937,   1.861,   0.517,   0.311,   0.101,   0.028,  15.000,  25.000,   0.000,  90.000,  90.000,   53,  10.556
21:13:03:732, 70191996376243,    1.649,   30.000, 2300,   6.483,  10.108,   2.808,   4.598,   7.530,   2.092, 50,  0,   1.331,   2.001,   0.556,   0.176,   0.119,   0.033,  15.000,  25.000,   0.000,  90.000,  90.000,   30,   4.499
21:13:03:855, 70192289682820,    1.771,   32.000, 2300,   4.263,  10.629,   2.952,   2.614,   7.849,   2.180, 50,  0,   1.075,   2.133,   0.592,   0.072,   0.128,   0.036,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   1.213
