System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:25:36:850, 28799496428904,    0.110,   29.000, 1000,   2.926,   0.322,   0.089,   1.550,   0.170,   0.047, 45,  0,   0.862,   0.095,   0.026,   0.060,   0.007,   0.002,  15.000,  25.000,   0.000,  90.000,  90.000,   35,   0.301
16:25:36:955, 28799748096934,    0.215,   20.000, 2300,   5.303,   0.878,   0.244,   3.471,   0.534,   0.148, 47,  0,   0.945,   0.194,   0.054,   0.477,   0.057,   0.016,  15.000,  25.000,   0.000,  90.000,  90.000,   14,   1.788
16:25:37:070, 28800025561604,    0.330,   36.000, 2700,   5.368,   1.498,   0.416,   3.336,   0.920,   0.256, 48,  0,   1.122,   0.323,   0.090,   0.635,   0.130,   0.036,  15.000,  25.000,   0.000,  90.000,  90.000,    6,   0.388
16:25:37:171, 28800266454031,    0.431,   32.000, 2700,   6.063,   2.107,   0.585,   3.962,   1.318,   0.366, 49,  0,   1.262,   0.450,   0.125,   0.625,   0.193,   0.054,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:37:288, 28800547839231,    0.548,    8.000, 1300,   2.812,   2.437,   0.677,   0.889,   1.422,   0.395, 46,  0,   0.808,   0.545,   0.151,   0.612,   0.265,   0.073,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   0.000
16:25:37:394, 28800803293205,    0.654,   11.000, 1300,   3.073,   2.764,   0.768,   0.967,   1.525,   0.424, 46,  0,   0.861,   0.637,   0.177,   0.641,   0.333,   0.092,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   0.000
16:25:37:505, 28801067756046,    0.765,   38.000, 1300,   3.564,   3.156,   0.877,   1.447,   1.684,   0.468, 46,  0,   0.900,   0.736,   0.204,   0.636,   0.403,   0.112,  15.000,  25.000,   0.000,  90.000,  90.000,   42,   0.000
16:25:37:619, 28801341595962,    0.879,   96.000, 2700,   8.210,   4.093,   1.137,   5.702,   2.335,   0.649, 52,  0,   1.594,   0.917,   0.255,   0.756,   0.489,   0.136,  15.000,  25.000,   0.000,  90.000,  90.000,   26,   0.274
16:25:37:730, 28801608111277,    0.990,   96.000, 2700,  11.216,   5.339,   1.483,   8.955,   3.329,   0.925, 55,  0,   1.553,   1.090,   0.303,   0.642,   0.560,   0.156,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:37:851, 28801900182096,    1.111,   55.000, 2300,   8.255,   6.343,   1.762,   6.301,   4.096,   1.138, 51,  0,   1.341,   1.253,   0.348,   0.376,   0.606,   0.168,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.165
16:25:37:955, 28802149455582,    1.215,   45.000, 2300,   5.093,   6.872,   1.909,   3.392,   4.448,   1.236, 49,  0,   1.137,   1.371,   0.381,   0.101,   0.617,   0.171,  15.000,  25.000,   0.000,  90.000,  90.000,   12,   1.304
16:25:38:068, 28802420659306,    1.328,    7.000, 2300,   2.743,   7.182,   1.995,   1.173,   4.581,   1.272, 47,  0,   1.000,   1.484,   0.412,   0.015,   0.618,   0.172,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:38:174, 28802674849176,    1.434,   24.000,  800,   2.147,   7.409,   2.058,   0.772,   4.663,   1.295, 46,  0,   0.885,   1.578,   0.438,   0.014,   0.620,   0.172,  15.000,  25.000,   0.000,  90.000,  90.000,   34,   0.000
16:25:38:290, 28802953656515,    1.550,    7.000, 1500,   3.524,   7.819,   2.172,   1.687,   4.859,   1.350, 46,  0,   0.994,   1.693,   0.470,   0.348,   0.660,   0.183,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:38:391, 28803194472313,    1.651,    9.000, 1500,   2.264,   8.046,   2.235,   0.690,   4.928,   1.369, 46,  0,   0.998,   1.793,   0.498,   0.014,   0.662,   0.184,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:38:495, 28803445281019,    1.755,   26.000, 1500,   3.241,   8.385,   2.329,   1.144,   5.047,   1.402, 46,  0,   0.905,   1.888,   0.524,   0.629,   0.727,   0.202,  15.000,  25.000,   0.000,  90.000,  90.000,   13,   0.000
16:25:38:623, 28803752120700,    1.883,   18.000, 1500,   3.549,   8.838,   2.455,   1.379,   5.224,   1.451, 46,  0,   1.006,   2.017,   0.560,   0.647,   0.810,   0.225,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   0.281
16:25:38:745, 28804044830784,    2.005,   59.000, 2700,   8.054,   9.821,   2.728,   5.811,   5.932,   1.648, 52,  0,   1.296,   2.175,   0.604,   0.637,   0.888,   0.247,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:38:861, 28804322233810,    2.121,   91.000, 2700,  10.532,  11.038,   3.066,   8.237,   6.884,   1.912, 53,  0,   1.923,   2.397,   0.666,   0.608,   0.958,   0.266,  15.000,  25.000,   0.000,  90.000,  90.000,   59,  11.725
16:25:38:966, 28804574239011,    2.226,   95.000, 2700,   9.815,  12.069,   3.352,   7.950,   7.719,   2.144, 54,  0,   1.698,   2.575,   0.715,   0.181,   0.977,   0.271,  15.000,  25.000,   0.000,  90.000,  90.000,   30,   4.221
16:25:39:073, 28804830830203,    2.333,   52.000, 2700,   8.581,  12.986,   3.607,   6.937,   8.461,   2.350, 53,  0,   1.464,   2.732,   0.759,   0.156,   0.994,   0.276,  15.000,  25.000,   0.000,  90.000,  90.000,   24,   2.474
16:25:39:196, 28805128582836,    2.457,   15.000,  800,   2.218,  13.261,   3.684,   0.821,   8.563,   2.378, 47,  0,   0.848,   2.837,   0.788,   0.030,   0.998,   0.277,  15.000,  25.000,   0.000,  90.000,  90.000,   28,   0.105
16:25:39:293, 28805358957867,    2.553,   23.000, 1100,   3.232,  13.571,   3.770,   1.561,   8.712,   2.420, 47,  0,   0.852,   2.919,   0.811,   0.327,   1.029,   0.286,  15.000,  25.000,   0.000,  90.000,  90.000,   42,   0.000
16:25:39:411, 28805642852492,    2.671,   23.000, 1200,   3.774,  14.018,   3.894,   1.597,   8.901,   2.473, 47,  0,   0.899,   3.025,   0.840,   0.692,   1.111,   0.309,  15.000,  25.000,   0.000,  90.000,  90.000,   33,   0.000
16:25:39:515, 28805892730223,    2.775,   74.000, 2700,   8.230,  14.875,   4.132,   5.859,   9.511,   2.642, 53,  0,   1.419,   3.173,   0.881,   0.704,   1.184,   0.329,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:39:621, 28806147498713,    2.881,   46.000, 2700,   8.775,  15.806,   4.391,   6.434,  10.194,   2.832, 53,  0,   1.521,   3.334,   0.926,   0.652,   1.253,   0.348,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   0.901
16:25:39:734, 28806416996367,    2.993,   37.000, 2300,   6.750,  16.564,   4.601,   4.514,  10.701,   2.973, 50,  0,   1.175,   3.466,   0.963,   0.626,   1.324,   0.368,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:39:861, 28806723855621,    3.121,   33.000,  900,   5.014,  17.205,   4.779,   2.855,  11.066,   3.074, 48,  0,   1.118,   3.609,   1.003,   0.636,   1.405,   0.390,  15.000,  25.000,   0.000,  90.000,  90.000,   30,   0.343
16:25:39:970, 28806983959159,    3.230,   64.000, 2700,   6.700,  17.931,   4.981,   4.438,  11.547,   3.208, 51,  0,   1.269,   3.747,   1.041,   0.742,   1.485,   0.413,  15.000,  25.000,   0.000,  90.000,  90.000,   20,   2.494
16:25:40:074, 28807233450045,    3.334,   44.000, 2300,   6.933,  18.652,   5.181,   4.819,  12.048,   3.347, 49,  0,   1.360,   3.888,   1.080,   0.647,   1.553,   0.431,  15.000,  25.000,   0.000,  90.000,  90.000,   11,   0.729
16:25:40:196, 28807528092588,    3.456,    7.000, 2300,   3.597,  19.094,   5.304,   1.473,  12.229,   3.397, 47,  0,   0.907,   3.999,   1.111,   0.639,   1.631,   0.453,  15.000,  25.000,   0.000,  90.000,  90.000,    9,   0.349
16:25:40:296, 28807766793466,    3.556,   10.000, 2300,   3.889,  19.481,   5.411,   1.731,  12.401,   3.445, 47,  0,   0.960,   4.095,   1.137,   0.642,   1.695,   0.471,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   0.383
16:25:40:412, 28808045787397,    3.672,    8.000, 2300,   3.537,  19.892,   5.525,   1.418,  12.566,   3.491, 46,  0,   0.913,   4.201,   1.167,   0.647,   1.770,   0.492,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   0.388
16:25:40:513, 28808287199497,    3.773,   12.000, 1000,   3.533,  20.247,   5.624,   1.467,  12.714,   3.532, 46,  0,   0.953,   4.297,   1.194,   0.694,   1.840,   0.511,  15.000,  25.000,   0.000,  90.000,  90.000,   38,   2.981
16:25:40:634, 28808578489784,    3.894,   42.000,  800,   3.303,  20.648,   5.736,   1.232,  12.863,   3.573, 46,  0,   0.928,   4.409,   1.225,   0.665,   1.921,   0.533,  15.000,  25.000,   0.000,  90.000,  90.000,   24,   0.159
16:25:40:729, 28808806907221,    3.989,   55.000, 2700,   7.771,  21.388,   5.941,   5.468,  13.383,   3.718, 51,  0,   1.342,   4.537,   1.260,   0.672,   1.985,   0.551,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:40:863, 28809128013760,    4.123,   30.000, 2700,   8.075,  22.468,   6.241,   5.869,  14.169,   3.936, 52,  0,   1.161,   4.693,   1.303,   0.620,   2.068,   0.574,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:40:966, 28809374672989,    4.226,   46.000, 2700,   8.910,  23.384,   6.495,   6.561,  14.843,   4.123, 52,  0,   1.384,   4.835,   1.343,   0.658,   2.135,   0.593,  15.000,  25.000,   0.000,  90.000,  90.000,   13,   1.697
16:25:41:080, 28809648989490,    4.340,   29.000, 2700,   7.883,  24.285,   6.746,   5.650,  15.489,   4.302, 52,  0,   1.283,   4.981,   1.384,   0.621,   2.206,   0.613,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:41:182, 28809894246082,    4.442,   17.000, 2300,   5.908,  24.888,   6.913,   3.710,  15.868,   4.408, 49,  0,   1.091,   5.093,   1.415,   0.625,   2.270,   0.631,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:41:298, 28810172466070,    4.558,    5.000, 2300,   3.260,  25.266,   7.018,   1.186,  16.005,   4.446, 47,  0,   0.856,   5.192,   1.442,   0.621,   2.342,   0.651,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:41:414, 28810450935888,    4.674,    5.000, 2300,   3.239,  25.642,   7.123,   1.155,  16.139,   4.483, 46,  0,   0.850,   5.291,   1.470,   0.620,   2.414,   0.671,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:41:515, 28810693482538,    4.775,    5.000, 2300,   3.226,  25.968,   7.213,   1.154,  16.256,   4.516, 46,  0,   0.841,   5.376,   1.493,   0.611,   2.476,   0.688,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:41:636, 28810983341912,    4.896,    6.000, 2300,   3.434,  26.383,   7.329,   1.326,  16.416,   4.560, 46,  0,   0.889,   5.483,   1.523,   0.630,   2.552,   0.709,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.244
16:25:41:746, 28811247824168,    5.006,   32.000,  900,   2.573,  26.667,   7.407,   0.640,  16.487,   4.580, 45,  0,   0.784,   5.569,   1.547,   0.625,   2.621,   0.728,  15.000,  25.000,   0.000,  90.000,  90.000,   45,   0.000
16:25:41:866, 28811533950775,    5.126,    8.000, 2700,   5.549,  27.328,   7.591,   3.220,  16.871,   4.686, 47,  0,   1.126,   5.704,   1.584,   0.773,   2.713,   0.754,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.000
16:25:41:968, 28811779593760,    5.228,   19.000, 2700,   5.066,  27.847,   7.735,   2.892,  17.167,   4.768, 47,  0,   0.962,   5.802,   1.612,   0.655,   2.780,   0.772,  15.000,  25.000,   0.000,  90.000,  90.000,   14,   1.807
16:25:42:082, 28812054613171,    5.343,    7.000, 2300,   3.426,  28.239,   7.844,   1.356,  17.322,   4.812, 46,  0,   0.861,   5.901,   1.639,   0.615,   2.850,   0.792,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.025
16:25:42:184, 28812298913418,    5.444,   11.000, 2700,   3.787,  28.625,   7.951,   1.703,  17.495,   4.860, 47,  0,   0.887,   5.991,   1.664,   0.621,   2.914,   0.809,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:42:298, 28812572347037,    5.558,   38.000, 2700,   7.546,  29.484,   8.190,   5.426,  18.114,   5.032, 50,  0,   1.010,   6.106,   1.696,   0.624,   2.985,   0.829,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.000
16:25:42:416, 28812854306835,    5.676,   27.000,  900,   5.210,  30.097,   8.360,   3.211,  18.491,   5.136, 47,  0,   0.992,   6.223,   1.729,   0.631,   3.059,   0.850,  15.000,  25.000,   0.000,  90.000,  90.000,   20,   0.004
16:25:42:523, 28813111895367,    5.783,   55.000, 2700,   6.955,  30.843,   8.568,   4.839,  19.010,   5.281, 50,  0,   1.156,   6.347,   1.763,   0.703,   3.134,   0.871,  15.000,  25.000,   0.000,  90.000,  90.000,   10,   1.667
16:25:42:631, 28813371960560,    5.891,   33.000, 2700,   6.959,  31.597,   8.777,   5.026,  19.555,   5.432, 50,  0,   0.903,   6.445,   1.790,   0.654,   3.205,   0.890,  15.000,  25.000,   0.000,  90.000,  90.000,   11,   1.263
16:25:42:747, 28813650235938,    6.007,   32.000, 2700,   6.670,  32.371,   8.992,   4.673,  20.096,   5.582, 51,  0,   1.017,   6.563,   1.823,   0.625,   3.278,   0.910,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
16:25:42:867, 28813938010913,    6.127,   33.000, 2700,   7.245,  33.239,   9.233,   5.203,  20.720,   5.756, 50,  0,   0.899,   6.670,   1.853,   0.623,   3.352,   0.931,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:42:970, 28814183979983,    6.230,   20.000, 2700,   5.754,  33.829,   9.397,   3.565,  21.086,   5.857, 49,  0,   0.973,   6.770,   1.881,   0.653,   3.419,   0.950,  15.000,  25.000,   0.000,  90.000,  90.000,   11,   1.380
16:25:43:084, 28814457816562,    6.344,   13.000, 2300,   3.701,  34.251,   9.514,   1.630,  21.272,   5.909, 48,  0,   0.854,   6.868,   1.908,   0.619,   3.490,   0.969,  15.000,  25.000,   0.000,  90.000,  90.000,    7,   0.000
16:25:43:186, 28814704190099,    6.446,   31.000, 2700,   7.228,  34.993,   9.720,   5.150,  21.800,   6.056, 50,  0,   0.924,   6.962,   1.934,   0.635,   3.555,   0.988,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:43:303, 28814983914920,    6.563,   19.000, 2700,   5.506,  35.635,   9.899,   3.334,  22.189,   6.164, 48,  0,   0.962,   7.075,   1.965,   0.622,   3.628,   1.008,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
16:25:43:403, 28815223294232,    6.663,    5.000, 2300,   3.330,  35.967,   9.991,   1.237,  22.312,   6.198, 47,  0,   0.866,   7.161,   1.989,   0.617,   3.689,   1.025,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
