System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:04:19:146, 34373002423476,    0.109,   72.000, 2700,  10.532,   1.150,   0.320,   8.910,   0.973,   0.270, 56,  0,   1.568,   0.171,   0.048,   0.133,   0.015,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,   20,   2.584
17:04:19:252, 34373272219300,    0.222,   86.000, 2700,  10.064,   2.282,   0.634,   8.531,   1.932,   0.537, 56,  0,   1.364,   0.325,   0.090,   0.082,   0.024,   0.007,  15.000,  25.000,   0.000,  90.000,  90.000,   11,   1.456
17:04:19:360, 34373516461784,    0.323,   90.000, 2700,  10.612,   3.362,   0.934,   8.815,   2.829,   0.786, 56,  0,   1.747,   0.502,   0.140,   0.167,   0.041,   0.011,  15.000,  25.000,   0.000,  90.000,  90.000,   26,   4.705
17:04:19:473, 34373788552926,    0.437,   98.000, 2700,  10.434,   4.545,   1.262,   8.530,   3.796,   1.055, 56,  0,   1.909,   0.719,   0.200,   0.266,   0.071,   0.020,  15.000,  25.000,   0.000,  90.000,  90.000,   49,   6.533
17:04:19:586, 34374057434764,    0.549,   75.000, 2700,   9.775,   5.640,   1.567,   8.024,   4.695,   1.304, 56,  0,   1.646,   0.903,   0.251,   0.136,   0.086,   0.024,  15.000,  25.000,   0.000,  90.000,  90.000,   22,   2.042
17:04:19:691, 34374309869312,    0.654,   61.000, 2700,   9.379,   6.626,   1.841,   7.652,   5.500,   1.528, 56,  0,   1.524,   1.063,   0.295,   0.102,   0.097,   0.027,  15.000,  25.000,   0.000,  90.000,  90.000,   13,   0.772
17:04:19:800, 34374572090186,    0.763,   71.000, 2700,   9.449,   7.659,   2.127,   7.917,   6.365,   1.768, 56,  0,   1.681,   1.247,   0.346,   0.017,   0.099,   0.027,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
17:04:19:916, 34374850190896,    0.879,   84.000, 2700,   9.799,   8.794,   2.443,   8.129,   7.307,   2.030, 55,  0,   1.815,   1.457,   0.405,   0.021,   0.101,   0.028,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.094
17:04:20:012, 34375080761304,    0.975,   53.000, 2300,   8.125,   9.575,   2.660,   6.417,   7.923,   2.201, 52,  0,   1.489,   1.600,   0.445,   0.037,   0.105,   0.029,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.116
17:04:20:134, 34375375185610,    1.098,   34.000, 1000,   3.302,   9.980,   2.772,   1.735,   8.136,   2.260, 50,  0,   1.056,   1.730,   0.481,   0.035,   0.109,   0.030,  15.000,  25.000,   0.000,  90.000,  90.000,   20,   0.189
17:04:20:263, 34375690915322,    1.229,   94.000, 2700,   8.908,  11.152,   3.098,   7.011,   9.059,   2.516, 56,  0,   1.535,   1.932,   0.537,   0.206,   0.136,   0.038,  15.000,  25.000,   0.000,  90.000,  90.000,   12,   1.291
17:04:20:354, 34375902788808,    1.318,   45.000, 2700,   8.888,  11.936,   3.316,   6.798,   9.659,   2.683, 55,  0,   1.162,   2.035,   0.565,   0.521,   0.182,   0.051,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.299
17:04:20:453, 34376139661416,    1.416,   11.000, 1300,   3.753,  12.307,   3.419,   1.689,   9.825,   2.729, 49,  0,   0.840,   2.117,   0.588,   0.625,   0.244,   0.068,  15.000,  25.000,   0.000,  90.000,  90.000,    8,   0.000
17:04:20:558, 34376391981428,    1.522,   37.000, 2100,   4.092,  12.737,   3.538,   1.947,  10.030,   2.786, 48,  0,   1.010,   2.224,   0.618,   0.647,   0.312,   0.087,  15.000,  25.000,   0.000,  90.000,  90.000,   21,   0.165
17:04:20:671, 34376661335962,    1.634,   29.000, 2700,   7.590,  13.589,   3.775,   5.422,  10.639,   2.955, 52,  0,   1.029,   2.339,   0.650,   0.660,   0.386,   0.107,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
17:04:20:788, 34376942489022,    1.751,   29.000, 2700,   7.959,  14.521,   4.034,   5.778,  11.315,   3.143, 54,  0,   1.068,   2.464,   0.685,   0.628,   0.460,   0.128,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
17:04:20:894, 34377196368696,    1.857,   28.000, 2700,   7.914,  15.358,   4.266,   5.743,  11.923,   3.312, 53,  0,   1.020,   2.572,   0.715,   0.626,   0.526,   0.146,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
17:04:21:000, 34377451405472,    1.963,   45.000, 2700,   8.854,  16.299,   4.528,   6.655,  12.630,   3.508, 54,  0,   1.255,   2.706,   0.752,   0.622,   0.592,   0.164,  15.000,  25.000,   0.000,  90.000,  90.000,    2,   0.000
17:04:21:119, 34377738483011,    2.083,   32.000, 2700,   7.621,  17.211,   4.781,   5.365,  13.272,   3.687, 53,  0,   1.198,   2.849,   0.791,   0.637,   0.668,   0.186,  15.000,  25.000,   0.000,  90.000,  90.000,    6,   0.799
17:04:21:239, 34378026154790,    2.202,   29.000, 2700,   7.867,  18.154,   5.043,   5.682,  13.953,   3.876, 54,  0,   1.079,   2.978,   0.827,   0.629,   0.743,   0.207,  15.000,  25.000,   0.000,  90.000,  90.000,    7,   0.856
