System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:42:10:339, 22543879528822,    0.105,   28.000, 2700,   5.708,   0.600,   0.167,   3.893,   0.409,   0.114, 50,  0,   1.145,   0.120,   0.033,   0.135,   0.014,   0.004,  15.000,  25.000,   0.000,  90.000,  90.000,   22,   2.738
15:42:10:455, 22544157015868,    0.221,    9.000, 2300,   3.200,   0.970,   0.269,   1.617,   0.596,   0.166, 49,  0,   0.978,   0.233,   0.065,   0.046,   0.020,   0.005,  15.000,  25.000,   0.000,  90.000,  90.000,    4,   0.253
15:42:10:557, 22544402501075,    0.323,   21.000,  900,   2.211,   1.196,   0.332,   0.804,   0.678,   0.188, 48,  0,   0.852,   0.321,   0.089,   0.032,   0.023,   0.006,  15.000,  25.000,   0.000,  90.000,  90.000,   32,   0.068
15:42:10:673, 22544681068158,    0.439,   16.000, 2700,   4.836,   1.757,   0.488,   3.098,   1.038,   0.288, 53,  0,   1.023,   0.439,   0.122,   0.263,   0.053,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
15:42:10:773, 22544920264466,    0.539,   11.000, 1800,   2.680,   2.024,   0.562,   1.025,   1.140,   0.317, 48,  0,   1.010,   0.540,   0.150,   0.015,   0.055,   0.015,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
15:42:10:887, 22545194909051,    0.653,    7.000, 1800,   3.143,   2.384,   0.662,   1.008,   1.255,   0.349, 48,  0,   0.861,   0.638,   0.177,   0.622,   0.126,   0.035,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
15:42:10:994, 22545451400032,    0.760,    7.000, 1800,   3.174,   2.723,   0.756,   1.020,   1.364,   0.379, 48,  0,   0.861,   0.730,   0.203,   0.622,   0.193,   0.053,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
15:42:11:112, 22545734262260,    0.878,   23.000, 1800,   3.820,   3.173,   0.882,   1.607,   1.554,   0.432, 49,  0,   0.997,   0.848,   0.236,   0.629,   0.267,   0.074,  15.000,  25.000,   0.000,  90.000,  90.000,    1,   0.000
15:42:11:211, 22545972056254,    0.977,    7.000, 1800,   3.201,   3.491,   0.970,   1.042,   1.657,   0.460, 48,  0,   0.873,   0.935,   0.260,   0.616,   0.328,   0.091,  15.000,  25.000,   0.000,  90.000,  90.000,    3,   0.121
15:42:11:343, 22546287850314,    1.109,   30.000, 1100,   4.144,   4.036,   1.121,   2.022,   1.923,   0.534, 49,  0,   0.902,   1.053,   0.293,   0.652,   0.414,   0.115,  15.000,  25.000,   0.000,  90.000,  90.000,   33,   0.985
